Artist URI(s),Artist Name(s)
spotify:artist:3Dd6jD1AApgtNoU6SJWR7P,Anita Ward
spotify:artist:4u5smJBskI6Adzv08PuiUP,Kiiara
spotify:artist:4ucP0bNegd7Q4ewdOKIBfz,Jack Scott
spotify:artist:5xuNBZoM7z1Vv8IQ6uM0p6,JoJo
"spotify:artist:2B4ZHz4QDWJTXPFPgO5peE, spotify:artist:266SmBZTt4zRzaKEANWbfQ","Warren G, Adina Howard"
spotify:artist:6E4eoLJTZYyIC5cZVg6fDx,Kate Ceberano
"spotify:artist:5Pwc4xIPtQLFEnJriah9YJ, spotify:artist:4AVFqumd2ogHFlRbKIjp1t","OneRepublic, Alesso"
spotify:artist:7zT7AVH9OzrLtJCnMscvkR,Tim & Jean
spotify:artist:2JSjCHK79gdaiPWdKiNUNp,Dionne Warwick
spotify:artist:4GNC7GD6oZMSxPGyXy4MNB,Lewis Capaldi
"spotify:artist:02kJSzxNuaWGqwubyUba0Z, spotify:artist:0cGUm45nv7Z6M6qdXYQGTX","G-Eazy, Kehlani"
"spotify:artist:3whuHq0yGx60atvA2RCVRW, spotify:artist:5IHqlcCbQkyhWl0KmIwgeq","Olly Murs, Louisa Johnson"
"spotify:artist:1bpzpALZwOoKXzwMg2i8WB, spotify:artist:3zfUeJ7cYJuM0jbKoU64Ip","Dirty South, Rudy"
"spotify:artist:163tK9Wjr9P9DmM0AVK7lm, spotify:artist:6LuN9FCkKOj5PcnpouEgny, spotify:artist:246dkjvS1zLTtiykXe5h60, spotify:artist:7tYKF4w9nC0nq9CsPZTHyP","Lorde, Khalid, Post Malone, SZA"
"spotify:artist:0iGmfKLgK5eSMgHp8YgLnS, spotify:artist:6AUru0agJtAyp0xa000Fhg","Santa Esmeralda, Leroy Gomez"
spotify:artist:4vZduJO8Uukqzx64de5JxV,Robin Gibb
spotify:artist:5AHMfr68CzfjKxMU7MQAeZ,Meg Washington
spotify:artist:0w7HLMvZOHatWVbAKee1zF,Redbone
spotify:artist:7HkdQ0gt53LP4zmHsL0nap,Ella Mai
"spotify:artist:0jnsk9HBra6NMjO2oANoPY, spotify:artist:085pc2PYOi8bGKj0PNjekA","Flo Rida, will.i.am"
"spotify:artist:49iKbKGqgn8OESkW5WduX0, spotify:artist:3J9tQvcK0bY3CcVcgRELxH, spotify:artist:3xvaSlT4xsyk6lY1ESOspO","Peabo Bryson, Regina Belle, Disney"
spotify:artist:5hQCwevTf03u1rECrRMeop,Grandmaster Flash & The Furious Five
"spotify:artist:0du5cEVh5yTK9QJze8zA0C, spotify:artist:3jK9MiCrA42lLAdMGUZpwa, spotify:artist:6PvvGcCY2XtUcSRld1Wilr","Bruno Mars, Anderson .Paak, Silk Sonic"
"spotify:artist:6jJ0s89eD6GaHleKKya26X, spotify:artist:7hJcb9fa4alzcOq3EaNPoG","Katy Perry, Snoop Dogg"
spotify:artist:44gRHbEm4Uqa0ykW0rDTNk,Ben Folds Five
"spotify:artist:1bT7m67vi78r2oqvxrP3X5, spotify:artist:7k9T7lZlHjRAM1bb0r9Rm3, spotify:artist:7sfgqEdoeBTjd8lQsPT3Cy, spotify:artist:5oDtp2FC8VqBjTx1aT4P5j","Naughty Boy, Wiley, Emeli Sandé, SHY FX"
spotify:artist:4oUHIQIBe0LHzYfvXNW4QM,Morgan Wallen
spotify:artist:1cqaF1Hz5pEtXVnthnFVmU,Don Fardon
spotify:artist:5DqmNLPM1kAbSBQk2FMm6b,Amanda Perez
spotify:artist:2l35CQqtYRh3d8ZIiBep4v,MKTO
spotify:artist:1BdNzKPyPDOhHdFhvwytQt,R.B. Greaves
spotify:artist:2wsvebLarJID5kjG647Aqe,Alison MacCallum
spotify:artist:2Cd98zHVdZeOCisc6Gi2sB,Technotronic
spotify:artist:1B8n8vtEeexQ5NKehHTkeo,Johnny Preston
spotify:artist:7DwxyX8DS22ZbIsT2Pk6S5,Bingoboys
spotify:artist:2qFr8w5sWUITRlzZ9kZotF,Jefferson Airplane
spotify:artist:75FnCoo4FBxH5K1Rrx0k5A,The Band Perry
"spotify:artist:2x9SpqnPi8rlE9pjHBwmSC, spotify:artist:1GkiKu2FJFSBrXSL8wKFzy","Talking Heads, Jerry Harrison"
spotify:artist:3YW6OQ9tKlQ01mccFjXmtl,Johnny Farnham
spotify:artist:1Ha0Fz4i0d4gu5fZbhBCtH,Night Ranger
spotify:artist:3IgrARF9uItsAbJ4G3uiIC,Doop
"spotify:artist:3Isy6kedDrgPYoTS1dazA9, spotify:artist:5LmYIx9kSWBJOWbP4xAxb1","Sean Paul, Alexis Jordan"
spotify:artist:6loBF9iQdE11WSX29fNKqY,Howard Jones
"spotify:artist:4gzpq5DPGxSnKTe4SA8HAU, spotify:artist:0c173mlxpT3dSFRgMO8XPh","Coldplay, Big Sean"
spotify:artist:5EvFsr3kj42KNv97ZEnqij,Shaggy
"spotify:artist:1l7ZsJRRS8wlW3WfJfPfNS, spotify:artist:7xTKLpo7UCzXSnlH7fOIoM","Christina Aguilera, Redman"
"spotify:artist:3t5xRXzsuZmMDkQzgOX35S, spotify:artist:5pXe6yFchq1oyYK3rq2A8i","Robin Schulz, KIDDO"
spotify:artist:5XoM6cP8fQykllfuK5V5TR,The Bobby Fuller Four
"spotify:artist:3t5xRXzsuZmMDkQzgOX35S, spotify:artist:2ZKzqJz3pPfWKVRgz9b39j","Robin Schulz, Ilsey"
spotify:artist:3LtBdgNHdH0Ix8hCFZ4NJG,Blancmange
spotify:artist:3bhu7P5PfngueRHiB9hjcx,Elle King
spotify:artist:6RZUqkomCmb8zCRqc9eznB,Placebo
"spotify:artist:5yCd7bxcAc3MdQ1h54ESsD, spotify:artist:3s2wTjWxK8NOX09dmsvVOh, spotify:artist:0qziYi2GvPoLPnchRMQdxk, spotify:artist:1Oa0bMld0A3u5OTYfMzp5h","Houston, Chingy, I-20, Nate Dogg"
spotify:artist:5kYRleHXLNnjpYzC1pTLym,Dean Ray
spotify:artist:2LgRWQn0lwQqsqidN5V9lW,Ocean
spotify:artist:3s2wTjWxK8NOX09dmsvVOh,Chingy
spotify:artist:7ceUfdWq2t5nbatS6ollHh,Paul Anka
"spotify:artist:1moxjboGR7GNWYIMWsRjgG, spotify:artist:7CajNmpbOovFoOoasH2HaY","Florence + The Machine, Calvin Harris"
"spotify:artist:7DMveApC7UnC2NPfPvlHSU, spotify:artist:0NIIxcxNHmOoyBx03SfTCD","Cheat Codes, Tinashe"
spotify:artist:4JbmXqez7WvTggoxn3UpVT,Ghost Town DJs
spotify:artist:3uFDkiNjjX0eNG5F9obt1C,Kevin Johnson
spotify:artist:0djV4iaxhNfYWpH60ia85o,Joan Osborne
spotify:artist:6dQgkiJm1fRkcqKOvPzysr,Brownstone
spotify:artist:5QjWgYDeKNP2iPHTdTttnG,Stacie Orrico
spotify:artist:0ifzzRKdmtgaHy9cfnnyCR,Focus
"spotify:artist:3cQA9WH8liZfeja1DxcDYE, spotify:artist:6t8VAB5OTHKxi4p1I5aqn0","Armand Van Helden, Duane Harden"
"spotify:artist:5iLaZnrGlRUHm2PwZ33dIt, spotify:artist:0Btky5ia7ihAQE8UEXPmbQ","Josefine, DJ Boat"
"spotify:artist:1k5aZWIOUbUfKcnMxtEivJ, spotify:artist:1eClJfHLoDI4rZe5HxzBFv","Jimmy Barnes, INXS"
spotify:artist:6c9LocElsoEOUljpnAvltV,Dickie Lee
spotify:artist:69zRcOlNdSZ17VfIZe4VU3,The Korgis
spotify:artist:7GvCdRq4iHNQDsGlPWOycw,You Am I
spotify:artist:3KEb1kbIZN5jumsjFEWgSW,Tal Bachman
spotify:artist:0IecGJbdBeYSOVtSPRehh5,Billy Preston
spotify:artist:0IF46mUS8NXjgHabxk2MCM,Kelis
"spotify:artist:51Blml2LZPmy7TTiAg47vQ, spotify:artist:5xLSa7l4IV1gsQfhAMvl0U","U2, B.B. King"
"spotify:artist:5xO9868Xc1mjAzmaN1efoK, spotify:artist:6UAI6cR7qAewlSTWkRc7wI","Paces, Jess Kent"
spotify:artist:6J7biCazzYhU3gM9j1wfid,Jamiroquai
"spotify:artist:1zNqDE7qDGCsyzJwohVaoX, spotify:artist:1Hsdzj7Dlq2I7tHP7501T4","Anne-Marie, Niall Horan"
spotify:artist:3FxBwdg0z5WkLdlAbe7GHq,The Ritchie Family
"spotify:artist:4UXqAaa6dQYAk18Lv7PEgX, spotify:artist:0hEurMDQu99nJRq8pTxO14","Fall Out Boy, John Mayer"
"spotify:artist:4046bnFxFJdLEtG7F2qXaV, spotify:artist:3m5hegxlB80Z2zQb1893pc","Marky Mark And The Funky Bunch, Loleatta Holloway"
"spotify:artist:170spSRNlcuuhGEpDUrsY5, spotify:artist:5Pqx4mXYDGIDcg8E5FYjZ8","Bus Stop, Carl Douglas"
spotify:artist:0T2sGLJKge2eaFmZJxX7sq,Wretch 32
spotify:artist:72NXpYBIaTfEeAAsxXLs0P,Tony Orlando & Dawn
spotify:artist:1SyEBlvc4XJL7C41bDlt3R,Deadstar
spotify:artist:1bBZcz4jP7CoPlqpCFh4gz,Johnny Horton
spotify:artist:063AxhAs6zx8UYdPahb5Gi,Jo Jo Zep and The Falcons
spotify:artist:2jzc5TC5TVFLXQlBNiIUzE,a-ha
"spotify:artist:30ut8L4gmEz4vNr1zNhpbh, spotify:artist:7dc6hUwyuIhrZdh80eaCEE","Ida Corr, Fedde Le Grand"
spotify:artist:4c4Ce4N4vJOs3Tzee020S4,Planet Funk
spotify:artist:3RTzAwFprBqiskp550eSJX,Harry Nilsson
"spotify:artist:4WN5naL3ofxrVBgFpguzKo, spotify:artist:4ScCswdRlyA23odg9thgIO, spotify:artist:3JhNCzhSMTxs9WLGJJxWOY, spotify:artist:2U3FuHYvL3vhkbDAXm24Ep","Rudimental, Jess Glynne, Macklemore, Dan Caplen"
"spotify:artist:23fqKkggKUBHNkbKtXEls4, spotify:artist:2eogQKWWoohI3BSnoG7E2U","Kygo, Donna Summer"
spotify:artist:2EExdpjU4SK3xnJHO5paJf,Henry Mancini
spotify:artist:1PX8bguYn6ba8NaBOJuu8A,Avalanche City
"spotify:artist:64KEffDW9EtZ1y2vBYgq8T, spotify:artist:6LuN9FCkKOj5PcnpouEgny","Marshmello, Khalid"
spotify:artist:7bKupnlF7XOfR1En3K8oAL,Go West
spotify:artist:60df5JBRRPcnSpsIMxxwQm,Otis Redding
spotify:artist:13y0kncDD4J9wxCyfKr10W,Bette Midler
"spotify:artist:2dgfCEMSVETFp29mRpiFpz, spotify:artist:5dbuFbrHa1SJlQhQX9OUJ2","Patty Smyth, Don Henley"
spotify:artist:26T6b8maqEVltcmE4kSDUl,Corona
spotify:artist:7o0zXmlrHW4OT3AZCUHMaW,Hush
spotify:artist:0b9n4vhaTCuL23DoRJ1XHj,Ernie Maresca
"spotify:artist:1cK2Abwkni7m51wJCSGllN, spotify:artist:6uGKydhYXrVOEXM6QbVzyH, spotify:artist:5hgxMFtaWAhh6LDHdVBZLB","Ultra Naté, Amber, Jocelyn Enriquez"
spotify:artist:6BMhCQJYHxxKAeqYS1p5rY,Hinder
spotify:artist:2tZDpI9XgBm5gltJVIssl4,Aleem
spotify:artist:4TrraAsitQKl821DQY42cZ,Sigrid
spotify:artist:4GITZM5LCR2KcdlgEOrNLD,The Foundations
spotify:artist:4PpmBoqphQusNFsxuVKb6j,Paula Abdul
spotify:artist:4wLXwxDeWQ8mtUIRPxGiD6,Marc Anthony
spotify:artist:5t4rRblBWXqobBiD5nkJ37,Anne & Johnny Hawker
spotify:artist:0tTPYQGpkJ49RMbtCOQfDY,Big Brovaz
"spotify:artist:5cj0lLjcoR7YOSnhnX0Po5, spotify:artist:7tYKF4w9nC0nq9CsPZTHyP","Doja Cat, SZA"
spotify:artist:1MXwwmS2JpmsHZhdMeOL2s,Pure Prairie League
spotify:artist:1BhWF9W2PngtPSyobKg0rP,Pia Mia
spotify:artist:6oBrKiwj82jUNB6DpeUq76,Abs Breen
"spotify:artist:53XhwfbYqKCa1cC15pYq2q, spotify:artist:6U3ybJ9UHNKEdsH7ktGBZ7, spotify:artist:57nPqD7z62gDdq37US9XJR, spotify:artist:47mIJdHORyRerp4os813jD","Imagine Dragons, JID, Arcane, League of Legends"
"spotify:artist:6JL8zeS1NmiOftqZTRgdTz, spotify:artist:5y2Xq6xcjJb2jVM54GHK3t","Meghan Trainor, John Legend"
spotify:artist:4tyua0wKtVDZVBVlRwyBRl,Stevie Wright
"spotify:artist:4AVFqumd2ogHFlRbKIjp1t, spotify:artist:0awl5piYwO0CDTHEkCjUhn","Alesso, Nico & Vinz"
"spotify:artist:5WUlDfRSoLAfcVSX1WnrxN, spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai","Sia, David Guetta"
spotify:artist:0roeI3yPusDWwWRzAqTopw,Jesus Jones
spotify:artist:4MlrZKzgi3UuZi2iDKjOar,Art vs Science
"spotify:artist:246dkjvS1zLTtiykXe5h60, spotify:artist:1zNqQNIdeOUZHb8zbZRFMX","Post Malone, Swae Lee"
spotify:artist:5eygg59PhcYgy4ekBgbDA1,Graham Bonnet
"spotify:artist:0UZ1nu3kcdNlCoiKRjmSSY, spotify:artist:4xrDCETyApzUQ6xzcc6QtS","Peking Duk, Jack River"
spotify:artist:3eVa5w3URK5duf6eyVDbu9,ROSÉ
"spotify:artist:4iHNK0tOyZPYnBU7nGAgpQ, spotify:artist:5Z1CCuBsyhEHngq3U5IraY","Mariah Carey, Westlife"
spotify:artist:5iA3hgdfblCifdxOrPvJMF,Peter Blakeley
spotify:artist:2CuzDPkRD6BJBvdWqCrt2I,Musical Youth
spotify:artist:2koUqfFTZqZIaTHxtWmT4W,Sister Janet Mead
spotify:artist:2c4srBOs5cFc2giau5Rxop,Promises
spotify:artist:14dmbYen0AciYxu5n4Fkpd,DJ BoBo
spotify:artist:7I0w61rZB2mLGLRvqrlr0W,Melodie MC
spotify:artist:4kYSro6naA4h99UJvo89HB,Cardi B
spotify:artist:5rOhfAsK4uxq9OdREiQRKa,Dan Hill
spotify:artist:5xWPOujQqd4wXyB08slZ9Z,Peter Cetera
spotify:artist:4YvFZLPySPKAsgnxRPLR8Y,The Groop
spotify:artist:5IFCkqu9J6xdWeYMk5I889,Gloria Estefan
spotify:artist:2Qex50xFT7kAjim1jimBWV,Benny Hill
spotify:artist:42zQWH4QjEPz9xO4tJpgjZ,The Highwaymen
spotify:artist:2OcoH48k7DyyIzdcDbDsVT,Kelly Rose
spotify:artist:36pJnWrcvAsoWm6fUqGaHi,Ketty Lester
spotify:artist:5fbhwqYYh4YwUoEs582mq5,The Spinners
spotify:artist:5M5PjPSiKeXynM6Ohu350r,O-Zone
spotify:artist:6S58b0fr8TkWrEHOH4tRVu,Switchfoot
spotify:artist:3iOE5ItEv5xr9fmKi7GNh2,Lloyd Price
"spotify:artist:6vWDO969PvNqNYHIOW5v0m, spotify:artist:3nFkdlSjzX9mRTtwJOzDYB","Beyoncé, JAY-Z"
spotify:artist:5ZeVrxxiSV3BCNF3Q5fqP7,Rob E.G.
spotify:artist:3fsCWTIuWIRvEGS7gerSJX,Jennifer Rush
"spotify:artist:4AKwRarlmsUlLjIwt38NLw, spotify:artist:0V7uVrIYr4FwFvUN9S4kYr","Ofenbach, Nick Waterhouse"
spotify:artist:1FE0rls8gfQT3laAeRYNgl,Loretta Lynn
spotify:artist:40Yq4vzPs9VNUrIBG5Jr2i,The Smashing Pumpkins
spotify:artist:7FtVJzRtpQpU61nBwB7cKN,Fastball
spotify:artist:5sD1ZLf2dGQ9gQ3YJl1eAd,Blind Melon
"spotify:artist:2SrSdSvpminqmStGELCSNd, spotify:artist:3wcj11K77LjEY1PkEazffa, spotify:artist:6eUKZXaKkcviH0Ku9w2n3V","Stormzy, Burna Boy, Ed Sheeran"
"spotify:artist:6jJ0s89eD6GaHleKKya26X, spotify:artist:6oMuImdp5ZcFhWP0ESe6mG","Katy Perry, Migos"
spotify:artist:057gc1fxmJ2vkctjQJ7Tal,The Buggles
"spotify:artist:4D75GcNG95ebPtNvoNVXhz, spotify:artist:7r2uG6BlFXKcwmh9ItqlII","AFROJACK, Wrabel"
spotify:artist:39QjUR6m5slbxO36zayaMq,Twenty 4 Seven
"spotify:artist:3DiDSECUqqY1AuBP8qtaIa, spotify:artist:13ubrt8QOOCPljQ2FL1Kca","Alicia Keys, A$AP Rocky"
spotify:artist:2qgHV12WsnwzHZGUB9nd9U,Frente!
spotify:artist:7bf9XwZiLZNWCC0XNiZaN9,Dave & Ansell Collins
spotify:artist:1tqZaCwM57UFKjWoYwMLrw,The Cardigans
"spotify:artist:2CIMQHirSU0MQqyYHq0eOx, spotify:artist:3534yWWzmxx8NbKVoNolsK","deadmau5, Wolfgang Gartner"
spotify:artist:7lffJlv0nRl0sIsHDmo0SB,Clarence Carter
"spotify:artist:4E9w0bms6HcEppFlWjeW2d, spotify:artist:59hLmB5DrdihCYtNeFeW1U","Bobbie Gentry, Glen Campbell"
spotify:artist:2kTn692duPSkqN6czSilyk,The Triffids
"spotify:artist:4nDoRrQiYLoBzwC5BhVJzF, spotify:artist:50co4Is1HCEo8bhOyUWKpn","Camila Cabello, Young Thug"
spotify:artist:1s64XtBG170B6uqwJDBGzc,The Party Boys
spotify:artist:08umUXhtQEChP8ode5a978,Sophie Monk
spotify:artist:085pc2PYOi8bGKj0PNjekA,will.i.am
spotify:artist:1UY4oIFpjCKe5qIhKDcloe,Alicia Bridges
spotify:artist:6ltcwvni6HdZAJaWhmIvNR,Gino Vannelli
spotify:artist:23DeFeMRFRhnfMfawvqFne,Time Bandits
"spotify:artist:0FWzNDaEu9jdgcYTbcOa4F, spotify:artist:6LqNN22kT3074XbTVUrhzX","3OH!3, Kesha"
"spotify:artist:1mYsTxnqsietFxj1OgoGbG, spotify:artist:6wPhSqRtPu1UhRCDX5yaDJ, spotify:artist:40xbWSB4JPdOkRyuTDy1oP","A.R. Rahman, The Pussycat Dolls, Nicole Scherzinger"
spotify:artist:1gRNBaI4yn6wCCTvRhGWh8,Don McLean
spotify:artist:6rqU9HQ57NYGBnBzbrY3a4,Paul Young
spotify:artist:1VPr8y4GGZJBtWyaoLdYUT,Allure
spotify:artist:4ugGMtXC28CVR5hlYJy9wV,Luciana
spotify:artist:0oeUpvxWsC8bWS6SnpU8b9,The Naked And Famous
"spotify:artist:6NFyaN9PMCDZ3LKxGwHAXt, spotify:artist:4SdIXLzfabqU61iK7SnKAU","Illy, G Flip"
"spotify:artist:7oYWWttOyiltgT19mfoUWi, spotify:artist:2OaHYHb2XcFPvqL3VsyPzU","Love Ghost, Rico Nasty"
spotify:artist:0AkpPlFLnr0VQwZQeMGht0,Modjo
spotify:artist:2O8QAJmRrwkFXq2aWZnHYB,Shannon
"spotify:artist:4D75GcNG95ebPtNvoNVXhz, spotify:artist:30ejUciK31BCg0IVCbt1dW","AFROJACK, Mike Taylor"
spotify:artist:7o2ZQYM7nTsaVdkXY38UAA,Em Beihold
"spotify:artist:2QYEvpsWUOjqaYuxDPTCmV, spotify:artist:4utLUGcTvOJFr6aqIJtYWV","Diddy - Dirty Money, Skylar Grey"
spotify:artist:4fxd5Ee7UefO4CUXgwJ7IP,Giveon
spotify:artist:7uhvDINTTiD0XBrP9fquN1,The Hooters
spotify:artist:2rUmEpDSHKMhamwClclHs5,The Lemon Pipers
"spotify:artist:5i84V8Zk7YqCN6xxb7SWgw, spotify:artist:0TnOYISbd1XYRBk9myaseg","Samantha Jade, Pitbull"
spotify:artist:0Cp8WN4V8Tu4QJQwCN5Md4,BENEE
spotify:artist:6mvCluPyR7DZS5PTHNjp5O,Bob Kuban & The In-Men
spotify:artist:4Sld5LOPbAm1QSq9U32fFV,John Hiatt
spotify:artist:1XLWox9w1Yvbodui0SRhUQ,StaySolidRocky
"spotify:artist:3TVXtAsR1Inumwj472S9r4, spotify:artist:5pKCCKE2ajJHZ9KAiaK11H","Drake, Rihanna"
spotify:artist:21R50WhyQI5HxWOTr6MyY1,Cary Brothers
spotify:artist:26OrZl5U3VNGHU9qUj8EcM,Shift K3Y
spotify:artist:1bdAJUX6JPsnYHbTl5jbk6,Joan Armatrading
"spotify:artist:2DlGxzQSjYe5N6G9nkYghR, spotify:artist:20qISvAhX20dpIbOOzGK3q, spotify:artist:6v0jNVxRKCvjwXIU2SuqKo, spotify:artist:7M8EwIpyu0mZ9oA8sqcsWj","Jennifer Lopez, Nas, Cory Rooney, Poke and Tone"
spotify:artist:1USHlPahTZrCeJXS2v5pkF,Thunderclap Newman
spotify:artist:1mZu3rO7qSD09GdDpePHhY,Frankie Goes To Hollywood
spotify:artist:49e4v89VmlDcFCMyDv9wQ9,Dean Martin
spotify:artist:09ao6AC5gW8AxRBUVkqWIB,Alexia
"spotify:artist:5lcXivnykIkBmcmaD2Vi99, spotify:artist:4FXyGmn2LpnVYV1cITKUnq","Jeff St John, The ID"
"spotify:artist:5GxyeQagayzZOg4UwffQlD, spotify:artist:3Z02hBLubJxuFJfhacLSDc","Chicane, Bryan Adams"
spotify:artist:4i50i5M5whfhk1zFEfo36O,Jaki Graham
spotify:artist:2V3UNup4XHyqdCOGcQai1d,Jim Steinman
spotify:artist:2cBh5lVMg222FFuRU7EfDE,Sophie Ellis-Bextor
spotify:artist:3f5W9NEwkc1SAIPFuumcaf,Jamelia
spotify:artist:0AOfW8WQA50p9xVrK58lDz,Little Cesar & The Romans
spotify:artist:52uMkSFt2RVO6XxTEt5VeW,Gene Chandler
spotify:artist:0SNWoGaDlrCompmg9rXeNq,Paul Kelly
spotify:artist:5squ8uM6fhMQY71t9xobJC,Kosheen
"spotify:artist:6MDME20pz9RveH9rEXvrOM, spotify:artist:0ZED1XzwlLHW4ZaG4lOT6m","Clean Bandit, Julia Michaels"
"spotify:artist:66CXWjxzNUsdJxJ2JdwvnR, spotify:artist:5y2Xq6xcjJb2jVM54GHK3t","Ariana Grande, John Legend"
spotify:artist:2The4Ur661sLPGndcUuuLu,Nu Shooz
spotify:artist:32okPFmVcEJ9DiKLRqFVMr,Slip-On Stereo
"spotify:artist:5EvFsr3kj42KNv97ZEnqij, spotify:artist:4QGEGxEdl59bsCfNCUXgXs","Shaggy, Prince Mydas"
spotify:artist:46GXASE9LHzyssNqKOInUu,Dawin
spotify:artist:2CM4LFqAr2MS4rIp25pxfg,Curtis Lee
"spotify:artist:23fqKkggKUBHNkbKtXEls4, spotify:artist:1vCWHaC5f2uS3yhpwWbIA6, spotify:artist:5JYo7gm2dkyLLlWHjxS7Dy","Kygo, Avicii, Sandro Cavazza"
spotify:artist:4a8lth8CeT9IQYFWAwXJCx,Rockmelons
"spotify:artist:5sgpmIi6mJNrm3fs3swCa7, spotify:artist:3LzZD1ZCFsFRJfdRJRjaRl","Johnny & The Hurricanes, Johnny Paris"
spotify:artist:52o9SO5Qt09Vr9bDCbTbmu,Charlene
spotify:artist:5msYo6aUsFrIHwsphedj0K,Gary Shearston
spotify:artist:0LlPal5iJGcCWwZp8VefVs,City High
"spotify:artist:7uaIm6Pw7xplS8Dy06V6pT, spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx","Trevor Daniel, Selena Gomez"
spotify:artist:01lz5VBfkMFDteSA9pKJuP,The Click Five
spotify:artist:0NXVGrFkPu0Cohh3BJV5Wx,28 Days
spotify:artist:79U8DYZtwF1YIh5tn5bDwW,Brainbug
"spotify:artist:5V0MlUE1Bft0mbLlND7FJz, spotify:artist:19eLuQmk9aCobbVDHc6eek","Ella Fitzgerald, Louis Armstrong"
spotify:artist:0lmRxVVpx9hSmeQv9jGYYR,Ray Brown And The Whispers
spotify:artist:44NX2ffIYHr6D4n7RaZF7A,Van Morrison
spotify:artist:0iOVhN3tnSvgDbcg25JoJb,Etta James
spotify:artist:1vbVzmoFnkpUgT1AufpnkE,Gerry Monroe
spotify:artist:4ihCM8I0fpWodgjo0mTlhZ,Malcolm McLaren
spotify:artist:1aRdnBeUqTNY9zdBzOrkvJ,James Darren
"spotify:artist:5Q81rlcTFh3k6DQJXPdsot, spotify:artist:13ubrt8QOOCPljQ2FL1Kca","Mura Masa, A$AP Rocky"
spotify:artist:3mZqziCJj4pq3P2VBpmK6p,Friendly Fires
"spotify:artist:5Pwc4xIPtQLFEnJriah9YJ, spotify:artist:4xRYI6VqpkE3UwrDrAZL8L","OneRepublic, Logic"
spotify:artist:458SnbBEo5F5O1D2AEsx3h,Lazyboy
"spotify:artist:5Y5TRrQiqgUO4S36tzjIRZ, spotify:artist:5Pwc4xIPtQLFEnJriah9YJ","Timbaland, OneRepublic"
spotify:artist:4Ti0EKl2PVEms2NRMVGqNe,Don Williams
spotify:artist:7s2L0cftC6UBVVxADuyfwS,Joe South
"spotify:artist:2NYOggWBPKbqdEYs7jUr1n, spotify:artist:7FhrJLDe6bQ0Hqt9Wf7zXh","PON CHO, Paige IV"
spotify:artist:536BYVgOnRky0xjsPT96zl,Two Door Cinema Club
"spotify:artist:69QKcDt724e93ZYkBSjsYP, spotify:artist:51Blml2LZPmy7TTiAg47vQ","LMC, U2"
"spotify:artist:5BcAKTbp20cv7tC5VqPFoC, spotify:artist:56xTxG4nQMAs1GW9kvn0uA","Macklemore & Ryan Lewis, Wanz"
spotify:artist:6YROFUbu5zRCHi2xkir5pk,Brian Hyland
spotify:artist:0HxX6imltnNXJyQhu4nsiO,LF SYSTEM
"spotify:artist:7t51dSX8ZkKC7VoKRd0lME, spotify:artist:5abaNg0SJPEF7EST0RjY9F, spotify:artist:01e2lCvLZ4fLUIRy68nptH","Asaf Avidan, The Mojos, Wankelmut"
spotify:artist:32vWCbZh0xZ4o9gkz4PsEU,Dolly Parton
spotify:artist:6sN51vEARnAAdBw1IKZ8Q9,Liam Gallagher
spotify:artist:48sLioddyaXkuhyHXSkpsB,Parson James
spotify:artist:6IYnSXO40Bh7Zdqhf6rQoj,Alannah Myles
"spotify:artist:17KWOYsH4Sm9RhoGoNMFE7, spotify:artist:0gL0Gh2bkEykiguJZg62jy","The Immigrant, Danny Ross"
spotify:artist:27FGXRNruFoOdf1vP8dqcH,Cassie
"spotify:artist:4FZ3j1oH43e7cukCALsCwf, spotify:artist:3DiDSECUqqY1AuBP8qtaIa","Jack White, Alicia Keys"
spotify:artist:05JF2urTunljp953SopuXc,Little Sea
spotify:artist:4pejUc4iciQfgdX6OKulQn,Queens of the Stone Age
spotify:artist:2EbIuYqI8tC2H1P0GJztbK,Pat Wilson
"spotify:artist:5BcAKTbp20cv7tC5VqPFoC, spotify:artist:3JhNCzhSMTxs9WLGJJxWOY, spotify:artist:4myTppRgh0rojLxx8RycOp, spotify:artist:4e0nWw2r4BoQSKPQ2zpU13","Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton"
spotify:artist:5CwI4SjmuQ6T3d3pYG1LL3,Haysi Fantayzee
spotify:artist:5KQMtyPE8DCQNUzoNqlEsE,Gary Numan
spotify:artist:5iB5AWIa7qreioi0AF3Bxa,The Bellamy Brothers
"spotify:artist:4oLeXFyACqeem2VImYeBFe, spotify:artist:4TvhRzxIL1le2PWCeUqxQw","Fred again.., The Blessed Madonna"
"spotify:artist:5ndkK3dpZLKtBklKjxNQwT, spotify:artist:06HL4z0CvFAxyc27GXpf02","B.o.B, Taylor Swift"
"spotify:artist:6XpaIBNiVzIetEPCWDvAFP, spotify:artist:5NDMothbpdpq2xHqSjrrWn, spotify:artist:49FeZO3eSrJs7oH7lYLU1r","Whitney Houston, Faith Evans, Kelly Price"
spotify:artist:1GLtl8uqKmnyCWxHmw9tL4,The Kooks
"spotify:artist:2Cd98zHVdZeOCisc6Gi2sB, spotify:artist:1pvibpCqTQG4mnbZ7vVSDj","Technotronic, Felly"
spotify:artist:1p0t3JtUTayV2wb1RGN9mO,Eddie Cochran
spotify:artist:63f6RFsOlwDMnAuDwjB58Y,Alan O'Day
