Artist URI(s),Artist Name(s)
spotify:artist:7CNy7uF3UjumgTaWZ34D7M,Sandrine
spotify:artist:3Y10boYzeuFCJ4Qgp53w6o,Scissor Sisters
"spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ, spotify:artist:6eUKZXaKkcviH0Ku9w2n3V","The Weeknd, Ed Sheeran"
"spotify:artist:6H2LnEj5myKc4vVz0huuxW, spotify:artist:7apyAypjcjkknExFpqhSuw","Jon English, Mario Millo"
"spotify:artist:6S2OmqARrzebs0tKUEyXyp, spotify:artist:66CXWjxzNUsdJxJ2JdwvnR","Demi Lovato, Ariana Grande"
spotify:artist:2dogRElUKV20C2khRHqjRc,The Manhattan Transfer
"spotify:artist:5WUlDfRSoLAfcVSX1WnrxN, spotify:artist:2feDdbD5araYcm6JhFHHw7","Sia, Labrinth"
spotify:artist:242iqFnwNhlidVBMI9GYKp,The Verve Pipe
"spotify:artist:6eUKZXaKkcviH0Ku9w2n3V, spotify:artist:4nDoRrQiYLoBzwC5BhVJzF, spotify:artist:4kYSro6naA4h99UJvo89HB","Ed Sheeran, Camila Cabello, Cardi B"
"spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ, spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg","The Weeknd, Kendrick Lamar"
"spotify:artist:4W4gYpQ2AQq7US2HZS13Qw, spotify:artist:5UgYIWTgZ9x2aPUrWkaWop","Blessid Union Of Souls, David Kershenbaum"
spotify:artist:3DmG65yHQsMms7WAvrZOdt,Enigma
spotify:artist:46n0cAhBmsRJZiX6GSFmbf,David Essex
"spotify:artist:59wfkuBoNyhDMQGCljbUbA, spotify:artist:5NDMothbpdpq2xHqSjrrWn, spotify:artist:7urq0VfqxEYEEiZUkebXT4","Diddy, Faith Evans, 112"
spotify:artist:1CYsQCypByMVgnv17qsSbQ,"Crosby\, Stills\, Nash & Young"
spotify:artist:3Eo78i1MPfle0XVjMvia8A,Dario G
spotify:artist:4eeRviM714mXXeILmKHxh2,Climax Blues Band
spotify:artist:6aq8T2RcspxVOGgMrTzjWc,Soft Cell
spotify:artist:1Jz17Vwjc2WYOT2MfYG5GO,BBE
"spotify:artist:5ZsFI1h6hIdQRw2ti0hz81, spotify:artist:06HL4z0CvFAxyc27GXpf02","ZAYN, Taylor Swift"
spotify:artist:6fXEqmGQEt6ONuqVmwrN46,Bag Raiders
spotify:artist:0ty0xha1dbprYIUAQufkFn,Patti LaBelle
spotify:artist:3iRSHS3b4NUdjNbnw3Opg8,Rufus Thomas
spotify:artist:6MF9fzBmfXghAz953czmBC,Taio Cruz
spotify:artist:2AsusXITU8P25dlRNhcAbG,Gotye
spotify:artist:4yvcSjfu4PC0CYQyLy4wSq,Glass Animals
spotify:artist:0DapOnrmvQGwToOmgk6Fz8,Fat Larry's Band
spotify:artist:7CnmC3gRgLev4I609BrSxj,Lou Gramm
spotify:artist:0uBrmlGaTI6nSg4JpVC1VR,Tee-Set
"spotify:artist:5he5w2lnU9x7JFhnwcekXX, spotify:artist:3JXpwnHbLvXxY99EuXqFPX","Skrillex, Poo Bear"
"spotify:artist:7qG3b048QCHVRO5Pv1T5lw, spotify:artist:0IF46mUS8NXjgHabxk2MCM","Enrique Iglesias, Kelis"
spotify:artist:11gWrKZMBsGQWmobv3oNfW,Alison Wonderland
spotify:artist:4pE3KE9J1Z1LKzjwLtWU21,Sailor
spotify:artist:218kRJZ7FJs0hWIk8Ynzhz,Charlie Rich
"spotify:artist:4ZCIgBrYKaZyj4j1H0Lr4E, spotify:artist:1jIEuh0p5MfwmNR1PWRT6Z","Garnet Mimms, The Enchanters"
spotify:artist:6aP8ry8w3bSNyfyqhE8rGf,Missy Higgins
spotify:artist:6LuN9FCkKOj5PcnpouEgny,Khalid
spotify:artist:0FWzNDaEu9jdgcYTbcOa4F,3OH!3
spotify:artist:22WZ7M8sxp5THdruNY3gXt,The Doors
spotify:artist:3vMWY1bUrmYoSoEWLiQWOZ,Glenn Frey
spotify:artist:2RpHsROrX075xfIwHn6B2U,Chris de Burgh
"spotify:artist:6B5c4sch27tWHAGdarpPaW, spotify:artist:0fGVuq5ed21pM7iWwTcMyk","Seether, Amy Lee"
spotify:artist:6bsbqU6d3OFRlSy2fB8gX8,Del Shannon with Orchestra
spotify:artist:5MmVJVhhYKQ86izuGHzJYA,MIKA
spotify:artist:5yw4tA8D5uG7tT3NaDvq10,Stellar
spotify:artist:0hDJSg859MdK4c9vqu1dS8,The Beautiful Girls
spotify:artist:5I6MzhNEMk27cZsCqGAIYo,The Youngbloods
spotify:artist:4rCLXPaqaUjGa1aHDwkviR,Diesel
spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z,Tiësto
spotify:artist:1xU878Z1QtBldR7ru9owdU,Phoenix
spotify:artist:6RaSfqo4f0b42iNouQeAKK,Tracy Bonham
spotify:artist:0YJh7LL1SsLgWfSXjIFbfg,Horst Jankowski
"spotify:artist:2RTUTCvo6onsAnheUk3aL9, spotify:artist:30I8GIK3UqVyAg58557mdJ","3 Doors Down, Jack Joseph Puig"
spotify:artist:5v2GEv1pQaCp6oeOQROdKE,Gabriella Cilmi
"spotify:artist:1HY2Jd0NmPuamShAr6KMms, spotify:artist:4VIvfOurcf0vuLRxLkGnIG","Lady Gaga, Bradley Cooper"
spotify:artist:5kj1p126UHXHCDl9SgG7W7,The Corsairs
"spotify:artist:1yxSLGMDHlW21z4YXirZDS, spotify:artist:0XFbUGJA4WiUB0umqslbHx","Black Eyed Peas, The World"
"spotify:artist:7krx6UBDKLwE0q3s3fesqF, spotify:artist:08MVPakTEdRJimQNV61NFR","C & C Music Factory, Freedom Williams"
"spotify:artist:5WUlDfRSoLAfcVSX1WnrxN, spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg","Sia, Kendrick Lamar"
spotify:artist:5OfhOoKunSnuubxxRML8J3,Mr. Big
spotify:artist:2DaxqgrOhkeH0fpeiQq2f4,Oasis
"spotify:artist:1Xfmvd48oOhEWkscWyEbh9, spotify:artist:74V3dE1a51skRkdII8y2C6, spotify:artist:55Aa2cqylxrFIXC767Z865","Lloyd, André 3000, Lil Wayne"
spotify:artist:2tIP7SsRs7vjIcLrU85W8J,The Kid LAROI
spotify:artist:1b1N51wmSK0ckxFAMPSSHO,The Impressions
spotify:artist:43G7qlx7v7OGJJrUTXIqLq,Ivy Adara
spotify:artist:0bUGoPJdCrDnuIQNLxsnBb,Marshall Hain
spotify:artist:7fmKtIgmxqNEKjATioVNsu,Pat Boone
"spotify:artist:6MDME20pz9RveH9rEXvrOM, spotify:artist:3Eo78i1MPfle0XVjMvia8A, spotify:artist:4ScCswdRlyA23odg9thgIO","Clean Bandit, Dario G, Jess Glynne"
spotify:artist:7o95ZoZt5ZYn31e9z1Hc0a,Natasha Bedingfield
"spotify:artist:4KkHjCe8ouh8C2P9LPoD4F, spotify:artist:6OkVmXCnj1BPjTf5aihiwt","Yolanda Be Cool, DCup"
spotify:artist:6lOC7lwSO1ql4Gc2Y3QObY,East 17
spotify:artist:7siPLyFwRFYQkKgWKJ5Sod,The Dandy Warhols
"spotify:artist:0H39MdGGX6dbnnQPt6NQkZ, spotify:artist:5rGrDvrLOV2VV8SCFVGWlj","SAINt JHN, Imanbek"
spotify:artist:1FcB6xMihhP9Hb6AdGVbWe,Desmond Dekker
spotify:artist:33W24YuaMUEk85MwRX6cRs,Paper Lace
spotify:artist:2BZDbnjUHnL2XAPgkdqTpb,Jennifer Love Hewitt
spotify:artist:7DQ3WCryhwdbFr2D5SaKZN,Marvin Priest
spotify:artist:2mpeljBig2IXLXRAFO9AAs,Dido
"spotify:artist:2wIVse2owClT7go1WT98tk, spotify:artist:2NdeV5rLm47xAvogXrYhJX, spotify:artist:15GGbJKqC6w0VYyAJtjej6","Missy Elliott, Ciara, Fatman Scoop"
spotify:artist:2No2vspr2KORUEcZKH4xUi,Marty Rhone
spotify:artist:5IChonV8p97d8qB7MDGNWH,Angel Azmeer
spotify:artist:55tif8708yyDQlSjh3Trdu,Ben Folds
spotify:artist:73JBR5s2PVvUjGu6tIqjqx,Walter Murphy
spotify:artist:4wQ3PyMz3WwJGI5uEqHUVR,Allman Brothers Band
"spotify:artist:4Q6nIcaBED8qUel8bBx6Cr, spotify:artist:7hssUdpvtY5oiARaUDgFZ3","Jax Jones, Ina Wroldsen"
"spotify:artist:6NFyaN9PMCDZ3LKxGwHAXt, spotify:artist:5ujrA1eZLDHR7yQ6FZa2qA","Illy, Vera Blue"
spotify:artist:4kmoIUly5v8RsaKDhevAjT,Terry Stafford
spotify:artist:272ygo5fv9cYsiCLcV0HV2,Bill Conti
"spotify:artist:7xEFii6utZmQ61kX59HmLH, spotify:artist:1oKdM70mJD8VvDOTKeS8t1","FRENSHIP, Emily Warren"
spotify:artist:1VbWUxZTRNY2gw3qZ1tg9W,The Corrs
"spotify:artist:0grdhNhiRLFBaFVyybqsj6, spotify:artist:3g0V90wvKDRsZY8aOZZVic","Richard Marx, David Cole"
spotify:artist:6uGKydhYXrVOEXM6QbVzyH,Amber
spotify:artist:64rxQRJsLgZwHHyWKB8fiF,Eiffel 65
"spotify:artist:5Y5TRrQiqgUO4S36tzjIRZ, spotify:artist:31TPClRtHm23RisEBtV3X7, spotify:artist:2jw70GZXlAI8QzWeY2bgRc","Timbaland, Justin Timberlake, Nelly Furtado"
spotify:artist:3XonXgjEAAXVl0WKLF1Z4g,Sidney Samson
spotify:artist:2OQkm6IvTu9MeHkGQQ4cSK,Cut 'N' Move
spotify:artist:6BkcAbUkfIBM4XudxieMq8,Dr. Alban
spotify:artist:7LTzUnZaptYfAFmvqW5M6D,Limahl
spotify:artist:40giwFcTQtv9ezxW8yqxJU,Chiddy Bang
spotify:artist:2UBTfUoLI07iRqGeUrwhZh,Steve Earle
spotify:artist:00tVTdpEhQQw1bqdu8RCx2,Blue Öyster Cult
spotify:artist:6mU8ucezzms5I2kNH6HNlu,Conor Maynard
spotify:artist:6n28c9qs9hNGriNa72b26u,PNAU
spotify:artist:2wpJOPmf1TIOzrB9mzHifd,Scouting For Girls
"spotify:artist:3r17AfJCCUqC9Lf0OAc73G, spotify:artist:085pc2PYOi8bGKj0PNjekA","Fergie, will.i.am"
spotify:artist:33QmoCkSqADuQEtMCysYLh,The Archies
spotify:artist:2nnKVDTsTBYyf3wvsRmKBr,Aleesha Rome
spotify:artist:1JPP5ORQZqfLYH2SeEHFOi,Bratz
"spotify:artist:1l8Fu6IkuTP0U5QetQJ5Xt, spotify:artist:6KZDXtSj0SzGOV705nNeh3","Fifth Harmony, Kid Ink"
spotify:artist:70tMW5bZT3TJUa1CWtfVkq,Eric Burdon & the Animals
spotify:artist:3w4VAlllkAWI6m0AV0Gn6a,Hurts
spotify:artist:3hozsZ9hqNq7CoBGYNlFTz,OK Go
spotify:artist:72TwyCcvk2jm4gZSGEPjhb,Billy Field
"spotify:artist:23fqKkggKUBHNkbKtXEls4, spotify:artist:5Pwc4xIPtQLFEnJriah9YJ","Kygo, OneRepublic"
spotify:artist:1VJspRsoC6c0bvqhnSiFCs,Ini Kamoze
spotify:artist:39T6qqI0jDtSWWioX8eGJz,The Doobie Brothers
"spotify:artist:6GI52t8N5F02MxU0g5U69P, spotify:artist:3aBkeBhwadnWMWoVJ2CxJC","Santana, Rob Thomas"
spotify:artist:46Unp6DY3Zmy7QS1Fx47yq,Hank Locklin
"spotify:artist:1vCWHaC5f2uS3yhpwWbIA6, spotify:artist:5ChF3i92IPZHduM7jN3dpg","Avicii, Nicky Romero"
spotify:artist:2zFZiWQJFFshzojycnXoTL,Bell Biv DeVoe
spotify:artist:1YAtBHWaWzZnkaoSFHGTBV,Guy Mitchell
spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar
spotify:artist:3sFTupo9UGgrujjN21BjwR,Gossip
spotify:artist:3tnTlR2MCaYNQqV3v1908x,Heather Small
spotify:artist:7FxMjqH6DH056sdsstGeVl,Debbie Harry
spotify:artist:1dLWg6m8RRhizsdqJbhyj3,Quiet Riot
"spotify:artist:7dlqUnjoF2U2DkNDMhcgG4, spotify:artist:5WUlDfRSoLAfcVSX1WnrxN","Hilltop Hoods, Sia"
"spotify:artist:2aYJ5LAta2ScCdfLhKgZOY, spotify:artist:481VlDdXZAIRxnHyywNbXn","Cobra Starship, Leighton Meester"
"spotify:artist:7dGJo4pcD2V6oG8kP0tJRR, spotify:artist:6eUKZXaKkcviH0Ku9w2n3V","Eminem, Ed Sheeran"
spotify:artist:4x1nvY2FN8jxqAFA0DA02H,John Lennon
spotify:artist:3tsvlpzINrKBjitq8YDz0D,Ronnie Burns
"spotify:artist:4tZwfgrHOc3mvqYlEYSvVi, spotify:artist:1rAv1GhTQ2rmG94p9lU3rB","Daft Punk, Julian Casablancas"
"spotify:artist:4kYSro6naA4h99UJvo89HB, spotify:artist:181bsRPaVXVlUKXrxwZfHK","Cardi B, Megan Thee Stallion"
spotify:artist:6pjod8SsOOGf6GW9tfEnH1,Reece Mastin
"spotify:artist:4etuCZVdP8yiNPn4xf0ie5, spotify:artist:3MdG05syQeRYPPcClLaUGl","Julio Iglesias, Diana Ross"
"spotify:artist:3hv9jJF3adDNsBSIQDqcjp, spotify:artist:4nDoRrQiYLoBzwC5BhVJzF","Mark Ronson, Camila Cabello"
spotify:artist:4tvKz56Tr39bkhcQUTO0Xr,Angus & Julia Stone
spotify:artist:4KWTAlx2RvbpseOGMEmROg,R.E.M.
spotify:artist:6NFyaN9PMCDZ3LKxGwHAXt,Illy
spotify:artist:4mar1GMMEhvGyJdWagu6KS,Quad City DJ's
spotify:artist:6DCIj8jNaNpBz8e5oKFPtp,The Cars
spotify:artist:5SbkVQYYzlw1kte75QIabH,Gnarls Barkley
"spotify:artist:5pUo3fmmHT8bhCyHE52hA6, spotify:artist:5CCwRZC6euC8Odo6y9X8jr","Liam Payne, Rita Ora"
spotify:artist:5nPOO9iTcrs9k6yFffPxjH,Röyksopp
spotify:artist:4E9w0bms6HcEppFlWjeW2d,Bobbie Gentry
spotify:artist:0VyhYyWWF5yYomHQR4hCMl,Christine Anu
spotify:artist:17XXKfRBMCWvLrqGoNkJXm,Engelbert Humperdinck
spotify:artist:4Q6bcEc5YCypvMZ5kjaTMp,Drapht
spotify:artist:5bDxAyJiTYBat1YnFJhvEK,Joe Walsh
spotify:artist:2d3VHzlOEwXvmBdS4pzOPL,LeAnn Rimes
"spotify:artist:7dlqUnjoF2U2DkNDMhcgG4, spotify:artist:4sOcMLlr0hMwrLXScjAgoq","Hilltop Hoods, James Chatburn"
spotify:artist:28j8lBWDdDSHSSt5oPlsX2,ZHU
spotify:artist:2FrKQPjJe4pVMZOgm0ESOx,SNAP!
spotify:artist:39oSLGo3HkaeYXzUEGgAGQ,EMF
spotify:artist:1EemADz12kjlGwkpY4EINv,The Power Station
spotify:artist:023YMawCG3OvACmRjWxLWC,The Cat Empire
spotify:artist:3QLIkT4rD2FMusaqmkepbq,Rachel Platten
"spotify:artist:06HL4z0CvFAxyc27GXpf02, spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg","Taylor Swift, Kendrick Lamar"
"spotify:artist:6QMABvTzixnxzsLYyhqRxI, spotify:artist:54R6Y0I7jGUCveDTtI21nb","Majestic, Boney M."
"spotify:artist:5fMUXHkw8R8eOP2RNVYEZX, spotify:artist:1D9XQXqh4YQfJwX7hyLWwr","Diplo, Sleepy Tom"
spotify:artist:6RGxLsQUoGk5PLyMVwb3yE,Sananda Maitreya
"spotify:artist:05oH07COxkXKIMt6mIPRee, spotify:artist:6nzxy2wXs6tLgzEtqOkEi2","Brandy, Monica"
spotify:artist:2BVYdY4PyfCF9z4NrkhEB2,Sam & Dave
spotify:artist:4lxfqrEsLX6N1N4OCSkILp,Phil Collins
spotify:artist:2jw70GZXlAI8QzWeY2bgRc,Nelly Furtado
spotify:artist:7bLwCpWq5uZb7PoccAaEsV,Leonardo's Bride
spotify:artist:0gusqTJKxtU1UTmNRMHZcv,Dizzee Rascal
spotify:artist:1Pe5hlKMCTULjosqZ6KanP,Martha Reeves & The Vandellas
spotify:artist:5zSkAr8mrpMHZCNRT76tx1,The Strangers
spotify:artist:5JZ7CnR6gTvEMKX4g70Amv,Lauv
spotify:artist:2LIk90788K0zvyj2JJVwkJ,Jack Harlow
spotify:artist:2NtGOVTuHBMDfR5PMNPBGT,Dee Dee Sharp
spotify:artist:13ccXrK7AmXb4TddMkE7jy,Everything But The Girl
"spotify:artist:6xI9Q6HuhHUxiYhcRdeHKN, spotify:artist:2dtyicVOUMo8EoEEvCTytp","Zank, STORME"
spotify:artist:69wzuykaVXlRS5KVygESvd,Bobby Bare
spotify:artist:5q4AzEtCoYJyXjMMoEkSU5,Bachman-Turner Overdrive
spotify:artist:1iES8Ckei3eLmSBPo4vwU7,The Black Sorrows
spotify:artist:0ECwFtbIWEVNwjlrfc6xoL,Eagles
spotify:artist:4aaBjq7VqqQvpSF69GglvO,Moloko
"spotify:artist:69GGBxA162lTqCwzJG5jLp, spotify:artist:3RqBeV12Tt7A8xH3zBDDUF","The Chainsmokers, Kelsea Ballerini"
spotify:artist:2tGIh9kwbXuko0z3BTldBx,Midnight Juggernauts
spotify:artist:4IYYmybW7zLRFIPnOjBUUO,Frank Ifield
"spotify:artist:4V8Sr092TqfHkfAA5fXXqG, spotify:artist:4VMYDCV2IEDYJArk749S6m, spotify:artist:1uNFoZAHBGtllmzznpCI3s","Luis Fonsi, Daddy Yankee, Justin Bieber"
"spotify:artist:7gcCQIlkkfbul5Mt0jBQkg, spotify:artist:287jMoxHzjERgHI6ja8TKa","Dave Stewart, Candy Dulfer"
spotify:artist:2CvCyf1gEVhI0mX6aFXmVI,Paul Simon
spotify:artist:7MPGCB854Qo4alYMOPkBka,Ritt Momney
spotify:artist:7e52Ytzjj1q71DUj2cSlch,Sarah Connor
spotify:artist:4Vu68x2xlwYZtz4ZVpz52g,Boys Don't Cry
spotify:artist:4hJTgr1adnhIkhmD9jLzd6,Bobby Rydell
spotify:artist:5r1bdqzhgRoHC3YcCV6N5a,The Darkness
spotify:artist:7gAppWoH7pcYmphCVTXkzs,The Vamps
spotify:artist:4Uc8Dsxct0oMqx0P6i60ea,Conan Gray
"spotify:artist:0Jeckitay8SbvKwqAzWuYH, spotify:artist:32ckuKo8LrZhQMyCehYKkt","Big Mountain, Tom Lord-Alge"
spotify:artist:3lzlUccNrekC1oFPCjNIOX,The Lettermen
spotify:artist:1VD4h1JSUFoCt5HTQKMtZi,Paul Norton
"spotify:artist:5HYNPEO2NNBONQkp3Mvwvc, spotify:artist:5jlYvfzER35jrTDaVtQaUy","Scott Bradlee's Postmodern Jukebox, Cristina Gatti"
"spotify:artist:3dS8rLINyM7EYuMXryXJym, spotify:artist:6EL5GD53kaaVgJCHgdtdLz","Steve Harley, Steve Harley & Cockney Rebel"
spotify:artist:4XLDU2AQL3oFnd27IMcNqY,Kids Of 88
spotify:artist:5piMnm6faQpIVYaFfaZSKf,Teddy Cream
spotify:artist:23U4BazsWheaHKYgKGnnkl,Normie Rowe
spotify:artist:55vs7NT1KxcFjbMC4y202E,REO Speedwagon
spotify:artist:37mtx80nMDETlbsq2eFCzc,Fleur East
"spotify:artist:5CCwRZC6euC8Odo6y9X8jr, spotify:artist:5rGrDvrLOV2VV8SCFVGWlj","Rita Ora, Imanbek"
"spotify:artist:69GGBxA162lTqCwzJG5jLp, spotify:artist:6jsjhAEteAlY0vCiLvMLBA","The Chainsmokers, ROZES"
spotify:artist:0mCK5i2RVWTwvL9ZXbzUP0,Michael Paynter
spotify:artist:4QmkLL9JOqM9dusHS1Hghe,The Searchers
spotify:artist:0niJkG4tKkne3zwr7I8n9n,Finger Eleven
"spotify:artist:43BxCL6t4c73BQnIJtry5v, spotify:artist:45ruzGUmIr8WLjLOPJ9mGU","James Hype, Miggy Dela Rosa"
spotify:artist:4ogvuDRerGhZfSf7TtzHlr,Israel Kamakawiwo'ole
spotify:artist:7290H8m1Dwt8G7jm1y9CQx,Chris Isaak
"spotify:artist:6fWVd57NKTalqvmjRd2t8Z, spotify:artist:6ASri4ePR7RlsvIQgWPJpS","24kGoldn, iann dior"
spotify:artist:6i6WlGzQtXtz7GcC5H5st5,10cc
spotify:artist:6PAt558ZEZl0DmdXlnjMgD,Eric Clapton
spotify:artist:3loACRmkzdtOMNJEaB6j8L,Loudon Wainwright III
spotify:artist:2PCUhxD40qlMqsKHjTZD2e,Parachute
spotify:artist:7CIW23FQUXPc1zebnO1TDG,Matt Corby
spotify:artist:2TPyCsRoh2tjeZLTQ2ojlj,John Waite
spotify:artist:7Bah8E0kCETqEpAHI6CPzQ,Mr. Mister
spotify:artist:7FBcuc1gsnv6Y1nwFtNRCb,My Chemical Romance
spotify:artist:3tM3DTmG7ahfACzwqtazLD,Vikki Carr
spotify:artist:159pZhqLdWf1ttWtw0zBoL,Melanie Dyer
spotify:artist:0jnsk9HBra6NMjO2oANoPY,Flo Rida
spotify:artist:2AM4ilv6UzW0uMRuqKtDgN,ZZ Top
"spotify:artist:6MDME20pz9RveH9rEXvrOM, spotify:artist:1Xylc3o4UrD53lo9CvFvVg","Clean Bandit, Zara Larsson"
spotify:artist:6ohvzFHYmLd05kyYhLui5K,Brenton Wood
spotify:artist:137W8MRPWKqSmrBGDBFSop,Wiz Khalifa
spotify:artist:2HBbky0Z08ZcCKVsXWbNE4,The Dave Clark Five
"spotify:artist:0du5cEVh5yTK9QJze8zA0C, spotify:artist:4kYSro6naA4h99UJvo89HB","Bruno Mars, Cardi B"
spotify:artist:2e53aHBQdCMKWqHDuyJsjC,Free
spotify:artist:5cj0lLjcoR7YOSnhnX0Po5,Doja Cat
spotify:artist:7KBkgunlONG7LPxs93pgpp,Mr. President
spotify:artist:0H0rBbf7vHXO3qh50Wap7y,Sam Sparro
"spotify:artist:6MPCFvOQv5cIGfw3jODMF0, spotify:artist:2hlmm7s2ICUX0LVIhVFlZQ, spotify:artist:4Gso3d4CscCijv0lmajZWs, spotify:artist:7rkW85dBwwrJtlHRDkJDAC","Internet Money, Gunna, Don Toliver, NAV"
spotify:artist:7qShKycqNUP0GLEiTENDVZ,Womack & Womack
spotify:artist:4m4SfDVbF5wxrwEjDKgi4k,Cher Lloyd
spotify:artist:69GGBxA162lTqCwzJG5jLp,The Chainsmokers
"spotify:artist:45InkbGypoMk5nVX6dsHkt, spotify:artist:1D0ZB8becZYC5DclhIfXTU","N-Trance, Kenny Hayes"
spotify:artist:0Ota2YaOfxcUqhWjnEBcOG,Cassie Davis
"spotify:artist:7ceUfdWq2t5nbatS6ollHh, spotify:artist:3UgUTRbDBLMcRCantpTWIe","Paul Anka, Odia Coates"
spotify:artist:1WRM9i067hd2ujxxi8FI3m,Steppenwolf
spotify:artist:6OWapcJm9xd55ci9CYbAuT,Los Lobos
spotify:artist:0q8J3Yj810t5cpAYEJ7gxt,Duck Sauce
spotify:artist:3RGLhK1IP9jnYFH4BRFJBS,The Clash
spotify:artist:3ap1NzHNV9QA1x1V6z3gSe,Gene Pitney
spotify:artist:3XHO7cRUPCLOr6jwp8vsx5,alt-J
"spotify:artist:5xkAtLTf309LAGZTbvULBn, spotify:artist:4B1CeNsCcLfOvRBJ34UUSX","Ruel, M-Phazes"
spotify:artist:1ZTCpKWDwHhbjhkdHhvTm8,Tina Arena
"spotify:artist:2qxJFvFYMEDqd7ui6kSAcq, spotify:artist:7qRll6DYV06u2VuRPAVqug","Zedd, Foxes"
"spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z, spotify:artist:1HBjj22wzbscIZ9sEb5dyf, spotify:artist:5CCwRZC6euC8Odo6y9X8jr","Tiësto, Jonas Blue, Rita Ora"
spotify:artist:720fJ5sGqAOhvU2IUypqIr,Lennon & Maisy
spotify:artist:4Ws2otunReOa6BbwxxpCt6,Benny Benassi
"spotify:artist:4NHQUGzhtTLFvgF5SZesLK, spotify:artist:4dM6NDYSfLcspt8GLoT5aE","Tove Lo, Hippie Sabotage"
spotify:artist:0reZZVbAPxgX1Rqj6XbWj3,Bob Welch
spotify:artist:2yrbLiuBmc9j81lTX3XUuI,The Jacksons
spotify:artist:1YqGsKpdixxSVgpfaL2AEQ,Small Faces
spotify:artist:1sAkg8871iPVI0wPbOfIZa,Fairground Attraction
"spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai, spotify:artist:0z4gvV4rjIZ9wHck67ucSV, spotify:artist:21E3waRsmPlU7jZsS13rcj","David Guetta, Akon, Ne-Yo"
"spotify:artist:5CiGnKThu5ctn9pBxv7DGa, spotify:artist:64KEffDW9EtZ1y2vBYgq8T, spotify:artist:10exVja0key0uqUkk6LJRT","benny blanco, Marshmello, Vance Joy"
"spotify:artist:6rEzedK7cKWjeQWdAYvWVG, spotify:artist:7KUri7klyLaIFXLcuuOMCd","Five, Stargate"
"spotify:artist:0X2BH1fck6amBIoJhDVmmJ, spotify:artist:5JZ7CnR6gTvEMKX4g70Amv","Ellie Goulding, Lauv"
"spotify:artist:4RVnAU35WRWra6OZ3CbbMA, spotify:artist:5bnNgwp3nooah9yHAHsnR4","Kylie Minogue, Jason Donovan"
spotify:artist:2WxjxdeF7GGdcCK276qViY,Natalie Taylor
"spotify:artist:04gDigrS5kc9YWfZHwBETP, spotify:artist:137W8MRPWKqSmrBGDBFSop","Maroon 5, Wiz Khalifa"
spotify:artist:7MDoXA8Kfykq3gkBkDBLtH,The Rah Band
spotify:artist:25fqWEebq6PoiGQIHIrdtv,Baauer
"spotify:artist:1HBjj22wzbscIZ9sEb5dyf, spotify:artist:2zzpznMuhKlKlqh1ma7Sms","Jonas Blue, Dakota"
spotify:artist:2V4AS8qG0fOsXkH1AgLlB8,Heintje
"spotify:artist:59wfkuBoNyhDMQGCljbUbA, spotify:artist:40xbWSB4JPdOkRyuTDy1oP","Diddy, Nicole Scherzinger"
spotify:artist:3RbyaF3Pq6iDUKNp04AIcU,New Politics
"spotify:artist:3nFkdlSjzX9mRTtwJOzDYB, spotify:artist:0CliOhi161ZCRIVw60prp0","JAY-Z, Luke Steele"
spotify:artist:34E3csCxpXunPGEkOVVX2g,Albert Hammond
spotify:artist:3koiLjNrgRTNbOwViDipeA,Marvin Gaye
"spotify:artist:1sXbwvCQLGZnaH0Jp2HTVc, spotify:artist:57ALvbCBaCkNlgTOSiUPdT","Linda Ronstadt, Aaron Neville"
spotify:artist:3vn7rk7VNMfDhuZNB9sDYP,360
spotify:artist:4Ui2kfOqGujY81UcPrb5KE,HAIM
spotify:artist:1OxJzMLmR9l5zPLap9OxuO,Rose Royce
spotify:artist:6P5NO5hzJbuOqSdyPB7SJM,Ashe
spotify:artist:4AKwRarlmsUlLjIwt38NLw,Ofenbach
spotify:artist:5BvJzeQpmsdsFp4HGUYUEx,Vampire Weekend
spotify:artist:3nlHsNqwCSvT988ZfSW1Yh,Ronan Keating
"spotify:artist:14VbTTVRZW6DtcaFU4cPO8, spotify:artist:26fpZeMJX2vN9xuGq70yve","Walter Brennan, The Johnny Mann Singers"
spotify:artist:5gxynDEKwNDgxGJmJjZyte,Steve Winwood
"spotify:artist:1uNFoZAHBGtllmzznpCI3s, spotify:artist:246dkjvS1zLTtiykXe5h60, spotify:artist:5yy76ufVriyvidNSvXlRU1","Justin Bieber, Post Malone, Clever"
spotify:artist:4FtSnMlCVxCswABUmdhwpm,Carly Simon
spotify:artist:0dlOr0VIysztGWvU1dpjmP,Natalie Imbruglia
spotify:artist:45zLG5M6J0SN3A8qVeNZmM,Amy Pearson
spotify:artist:34PLzyi7CdXUekiLHYyqXq,Men Without Hats
"spotify:artist:2AQjGvtT0pFYfxR3neFcvz, spotify:artist:7bXgB6jMjp9ATFy66eO08Z","Jordin Sparks, Chris Brown"
